phase,epoch,train_mse_kW2,val_mse_kW2,val_rmse_W,val_mae_W,val_r2,lr,Cd0,Crr0,m0,Paux0,eta0,eta_reg0,elapsed_s,eta_min,eta_max,eta_p05,eta_p95,er_min,er_max,er_p05,er_p95,paux_min,paux_max,paux_p05,paux_p95,test_mse_kW2,test_rmse_W,test_mae_W,test_r2
warmup,39.0,42.534973578019574,34.37226104736328,5862.785686002858,3545.869140625,0.8303691148757935,0.0003,0.2791535258293152,0.006425248924642801,2755.738525390625,534.1654663085938,0.7659764289855957,0.5352743268013,2.690653085708618,,,,,,,,,,,,,,,,
warmup,40.0,42.50514515963468,34.33256912231445,5859.399627948243,3543.960693359375,0.8305649757385254,0.0003,0.27913302183151245,0.006423665210604668,2755.544677734375,533.9537353515625,0.7663576006889343,0.5361194610595703,2.744400978088379,,,,,,,,,,,,,,,,
warmup,41.0,42.37033037705855,34.293052673339844,5856.026980812161,3542.05712890625,0.8307599425315857,0.0003,0.2791142463684082,0.006422318983823061,2755.377197265625,533.817138671875,0.7667205333709717,0.536969780921936,2.79417085647583,,,,,,,,,,,,,,,,
warmup,42.0,42.290102611888535,34.25165557861328,5852.490751808156,3540.08056640625,0.8309642672538757,0.0003,0.2790958881378174,0.006421029567718506,2755.244140625,533.664794921875,0.767073392868042,0.5378698110580444,2.847712755203247,,,,,,,,,,,,,,,,
warmup,43.0,42.0289910923351,34.213890075683594,5849.263543387321,3538.25,0.8311506509780884,0.0003,0.27907851338386536,0.006419789046049118,2755.087158203125,533.5655517578125,0.7674216032028198,0.5386910438537598,2.897260904312134,,,,,,,,,,,,,,,,
warmup,44.0,41.99957691539418,34.1760139465332,5846.025316400879,3536.425537109375,0.831337571144104,0.0003,0.2790612280368805,0.006418684963136911,2754.9609375,533.4959716796875,0.7677518725395203,0.5395216941833496,2.947692394256592,,,,,,,,,,,,,,,,
warmup,45.0,42.262196107344195,34.138492584228516,5842.815417245354,3534.59619140625,0.8315227031707764,0.0003,0.27904513478279114,0.006417648866772652,2754.810302734375,533.4468994140625,0.7680972814559937,0.5403467416763306,2.9982738494873047,,,,,,,,,,,,,,,,
warmup,46.0,41.974341132424094,34.09962844848633,5839.488333749799,3532.70068359375,0.8317145109176636,0.0003,0.2790267765522003,0.00641652150079608,2754.6767578125,533.41552734375,0.76844322681427,0.5412061810493469,3.0528628826141357,,,,,,,,,,,,,,,,
warmup,47.0,41.75813830982555,34.06303024291992,5836.353998859219,3530.914306640625,0.8318951725959778,0.0003,0.27900972962379456,0.006415430922061205,2754.54296875,533.381103515625,0.7687760591506958,0.5420182943344116,3.10495924949646,,,,,,,,,,,,,,,,
warmup,48.0,41.79730085893111,34.026058197021484,5833.185750514036,3529.1220703125,0.8320776224136353,0.0003,0.2789931297302246,0.00641435943543911,2754.421630859375,533.3299560546875,0.7691043019294739,0.5428433418273926,3.161668062210083,,,,,,,,,,,,,,,,
warmup,49.0,41.9782680164684,33.987457275390625,5829.875470368128,3527.251220703125,0.8322681188583374,0.0003,0.2789766490459442,0.006413323804736137,2754.29345703125,533.2891235351562,0.7694492340087891,0.5437091588973999,3.2193210124969482,,,,,,,,,,,,,,,,
warmup,50.0,41.91815532337535,33.951271057128906,5826.771661906789,3525.478759765625,0.8324466943740845,0.0003,0.2789592146873474,0.006412163842469454,2754.1396484375,533.2367553710938,0.769798755645752,0.5445206165313721,3.276522397994995,,,,,,,,,,,,,,,,
warmup,51.0,42.1070762981068,33.914398193359375,5823.606786176416,3523.668212890625,0.8326286673545837,0.0003,0.2789424955844879,0.006411293521523476,2754.022705078125,533.3129272460938,0.7701292634010315,0.5453557372093201,3.3362584114074707,,,,,,,,,,,,,,,,
warmup,52.0,41.724891055714004,33.87914276123047,5820.579008999019,3521.9453125,0.8328026533126831,0.0003,0.2789255678653717,0.006410343572497368,2753.9189453125,533.3518676757812,0.7704426646232605,0.5461568236351013,3.396543502807617,,,,,,,,,,,,,,,,
warmup,53.0,41.756902347911485,33.8420524597168,5817.391855462377,3520.1728515625,0.8329856991767883,0.0003,0.27890971302986145,0.00640930887311697,2753.805419921875,533.3154296875,0.7707751989364624,0.5470030903816223,3.552330255508423,,,,,,,,,,,,,,,,
warmup,54.0,41.812755758112125,33.80680847167969,5814.361873843079,3518.474609375,0.8331596255302429,0.0003,0.27889391779899597,0.006408584304153919,2753.71240234375,533.4031372070312,0.7710847854614258,0.5478123426437378,3.607358932495117,,,,,,,,,,,,,,,,
warmup,55.0,41.83149164373224,33.771507263183594,5811.325494239674,3516.764404296875,0.8333338499069214,0.0003,0.2788776159286499,0.006407659035176039,2753.58837890625,533.4634399414062,0.7714175581932068,0.54862380027771,3.6578688621520996,,,,,,,,,,,,,,,,
warmup,56.0,41.550585833462804,33.73508071899414,5808.190423875581,3515.015625,0.833513617515564,0.0003,0.27886301279067993,0.006406891625374556,2753.503173828125,533.5250854492188,0.7717323899269104,0.5494676232337952,3.717374324798584,,,,,,,,,,,,,,,,
warmup,57.0,41.65572313828902,33.70058059692383,5805.220064734842,3513.330810546875,0.8336838483810425,0.0003,0.27884650230407715,0.006406038999557495,2753.3974609375,533.630615234375,0.7720515727996826,0.5502678751945496,3.7735469341278076,,,,,,,,,,,,,,,,
warmup,58.0,41.57129096984863,33.66555404663086,5802.202340491066,3511.63134765625,0.8338567614555359,0.0003,0.2788311243057251,0.006405286490917206,2753.30908203125,533.7465209960938,0.7723636627197266,0.5510849952697754,3.824288845062256,,,,,,,,,,,,,,,,
warmup,59.0,41.4591367894953,33.630977630615234,5799.222016788114,3509.94970703125,0.8340273499488831,0.0003,0.27881523966789246,0.006404445040971041,2753.20654296875,533.8223876953125,0.772684633731842,0.5518937706947327,3.880343198776245,,,,,,,,,,,,,,,,
warmup,60.0,41.587665731256656,33.59678649902344,5796.272940433361,3508.278076171875,0.834196150302887,0.0003,0.2787994146347046,0.006403737235814333,2753.120849609375,533.9801025390625,0.7729939222335815,0.5526975989341736,3.934406280517578,,,,,,,,,,,,,,,,
warmup,61.0,41.314654263583094,33.563133239746094,5793.368968053045,3506.626953125,0.834362268447876,0.0003,0.27878230810165405,0.00640296284109354,2753.025390625,534.1114501953125,0.7733092308044434,0.5534908175468445,3.9907631874084473,,,,,,,,,,,,,,,,
warmup,62.0,41.51017752560702,33.528507232666016,5790.379780290754,3504.9404296875,0.8345330953598022,0.0003,0.2787693440914154,0.0064024352468550205,2752.97509765625,534.2833862304688,0.77359938621521,0.5543132424354553,4.0443572998046875,,,,,,,,,,,,,,,,
warmup,63.0,41.60041774402965,33.49526596069336,5787.5091360619035,3503.291259765625,0.8346971273422241,0.0003,0.2787521183490753,0.006401575170457363,2752.87744140625,534.4342651367188,0.7739173769950867,0.5551021695137024,4.10210394859314,,,,,,,,,,,,,,,,
warmup,64.0,41.17736833745783,33.4612922668457,5784.573277260822,3501.63916015625,0.8348647952079773,0.0003,0.2787369191646576,0.006400955840945244,2752.802978515625,534.6136474609375,0.7742254734039307,0.5559136867523193,4.16112756729126,,,,,,,,,,,,,,,,
warmup,65.0,41.37946163524281,33.429039001464844,5781.784845529968,3500.06640625,0.8350239992141724,0.0003,0.2787216007709503,0.006400279235094786,2752.729248046875,534.7822265625,0.7745226621627808,0.5566863417625427,4.225934982299805,,,,,,,,,,,,,,,,
warmup,66.0,41.40694583546031,33.39604568481445,5778.930523894538,3498.4462890625,0.8351868391036987,0.0003,0.27870696783065796,0.006399763282388449,2752.664306640625,535.0276489257812,0.7748209834098816,0.5574808120727539,4.280686140060425,,,,,,,,,,,,,,,,
warmup,67.0,41.4080661426891,33.36334991455078,5776.100760893979,3496.837646484375,0.8353481888771057,0.0003,0.27869266271591187,0.0063991970382630825,2752.565673828125,535.2078857421875,0.775141179561615,0.558271050453186,4.337162494659424,,,,,,,,,,,,,,,,
warmup,68.0,41.252261421897195,33.331661224365234,5773.357082322208,3495.29638671875,0.8355045914649963,0.0003,0.27867817878723145,0.006398722529411316,2752.52490234375,535.470458984375,0.7754170894622803,0.5590395331382751,4.392218112945557,,,,,,,,,,,,,,,,
warmup,69.0,41.1853081963279,33.2990608215332,5770.533077628097,3493.713134765625,0.8356654644012451,0.0003,0.2786647081375122,0.0063981725834310055,2752.447509765625,535.6864624023438,0.7757253646850586,0.5598335862159729,4.4417970180511475,,,,,,,,,,,,,,,,
warmup,70.0,41.214458985762164,33.2663459777832,5767.697460859056,3492.12109375,0.8358269333839417,0.0003,0.2786513566970825,0.006398004945367575,2752.422607421875,536.0289916992188,0.7760018110275269,0.5606338977813721,4.492104768753052,,,,,,,,,,,,,,,,
warmup,71.0,40.96481635353782,33.23662185668945,5765.120640541705,3490.656494140625,0.8359736204147339,0.0003,0.2786349952220917,0.006397275719791651,2752.3154296875,536.26123046875,0.7763152122497559,0.5613616704940796,4.54589581489563,,,,,,,,,,,,,,,,
warmup,72.0,41.12082143263383,33.204776763916016,5762.35802428138,3489.11962890625,0.8361307382583618,0.0003,0.27862149477005005,0.006396844517439604,2752.30224609375,536.4822998046875,0.776580810546875,0.5621446371078491,4.596138000488281,,,,,,,,,,,,,,,,
warmup,73.0,40.900140675631434,33.171260833740234,5759.449105600292,3487.481689453125,0.8362961411476135,0.0003,0.27860644459724426,0.0063963960856199265,2752.24609375,536.7621459960938,0.7768922448158264,0.562972366809845,4.648031711578369,,,,,,,,,,,,,,,,
warmup,74.0,41.13021737878973,33.141197204589844,5756.838542116671,3485.99560546875,0.8364444971084595,0.0003,0.27859175205230713,0.006395930889993906,2752.197998046875,537.078369140625,0.7771731019020081,0.5637168288230896,4.6948254108428955,,,,,,,,,,,,,,,,
warmup,75.0,41.094582470980555,33.110679626464844,5754.187344881986,3484.484375,0.8365951180458069,0.0003,0.2785779535770416,0.00639559980481863,2752.164306640625,537.4281005859375,0.7774488925933838,0.5644754767417908,4.742177248001099,,,,,,,,,,,,,,,,
warmup,76.0,40.97617799585516,33.080867767333984,5751.596474023539,3483.0048828125,0.8367422819137573,0.0003,0.278565913438797,0.006395407952368259,2752.10302734375,537.7608642578125,0.7777378559112549,0.5652212500572205,4.798142433166504,,,,,,,,,,,,,,,,
warmup,77.0,40.63964228196578,33.04892349243164,5748.818835204324,3481.439453125,0.8368998765945435,0.0003,0.27855369448661804,0.006395370699465275,2752.12841796875,538.1456909179688,0.7779877781867981,0.5660200715065002,4.85004734992981,,,,,,,,,,,,,,,,
warmup,78.0,40.635915236039594,33.019649505615234,5746.272008876712,3479.983642578125,0.837044358253479,0.0003,0.2785396873950958,0.0063950722105801105,2752.064697265625,538.5208740234375,0.77828049659729,0.5667563676834106,4.903475284576416,,,,,,,,,,,,,,,,
warmup,79.0,40.90166958895597,32.989013671875,5743.606010164694,3478.485595703125,0.8371955752372742,0.0003,0.27852484583854675,0.006394525058567524,2752.02587890625,538.7686767578125,0.7785699367523193,0.5675276517868042,4.954889297485352,,,,,,,,,,,,,,,,
warmup,80.0,40.77037663893266,32.95907211303711,5740.998693607236,3477.0166015625,0.8373433351516724,0.0003,0.2785106599330902,0.006394176743924618,2751.98876953125,539.071044921875,0.7788543105125427,0.568284809589386,5.007201194763184,,,,,,,,,,,,,,,,
warmup,81.0,40.97861437364058,32.93003845214844,5738.469482362,3475.5654296875,0.8374866247177124,0.0003,0.2784997224807739,0.006394239142537117,2751.961181640625,539.5333862304688,0.7791236639022827,0.569023072719574,5.0554704666137695,,,,,,,,,,,,,,,,
warmup,82.0,40.725676796653055,32.901145935058594,5735.951708304386,3474.130126953125,0.8376291990280151,0.0003,0.27848637104034424,0.006394037976861,2751.915283203125,539.897705078125,0.7794085144996643,0.5697597861289978,5.112635612487793,,,,,,,,,,,,,,,,
warmup,83.0,40.7479867068204,32.870765686035156,5733.302538676989,3472.6259765625,0.83777916431427,0.0003,0.27847275137901306,0.006393946707248688,2751.9365234375,540.312744140625,0.7796629071235657,0.5705333352088928,5.173572778701782,,,,,,,,,,,,,,,,
warmup,84.0,40.772083109075375,32.841102600097656,5730.715138619263,3471.15478515625,0.8379255533218384,0.0003,0.278458833694458,0.006393691059201956,2751.907958984375,540.6524658203125,0.7799472808837891,0.5712934732437134,5.2440290451049805,,,,,,,,,,,,,,,,
warmup,85.0,40.75469545884566,32.812164306640625,5728.189766409629,3469.705810546875,0.8380683660507202,0.0003,0.2784455418586731,0.006393450312316418,2751.892333984375,541.0484619140625,0.7802183032035828,0.5720368027687073,5.308308124542236,,,,,,,,,,,,,,,,
warmup,86.0,40.769112847068094,32.78390884399414,5725.722661813092,3468.27490234375,0.8382077813148499,0.0003,0.27843818068504333,0.006393955089151859,2751.9248046875,541.5851440429688,0.7804468870162964,0.5727654099464417,5.366557598114014,,,,,,,,,,,,,,,,
warmup,87.0,40.581866004250266,32.7562141418457,5723.303940906861,3466.8837890625,0.8383444547653198,0.0003,0.27842167019844055,0.006393667310476303,2751.880859375,541.9920654296875,0.7807344198226929,0.5734819769859314,5.4301817417144775,,,,,,,,,,,,,,,,
warmup,88.0,40.70166032964533,32.72698211669922,5720.749601232342,3465.4287109375,0.8384886980056763,0.0003,0.2784082293510437,0.0063934591598808765,2751.867431640625,542.389404296875,0.7810131311416626,0.5742401480674744,5.489470720291138,,,,,,,,,,,,,,,,
warmup,89.0,40.747445193204015,32.699790954589844,5718.372145987003,3464.0634765625,0.8386229276657104,0.0003,0.2783982753753662,0.006393704563379288,2751.886474609375,542.864990234375,0.7812503576278687,0.5749471187591553,5.54820442199707,,,,,,,,,,,,,,,,
warmup,90.0,40.54484818198464,32.67113494873047,5715.866513486822,3462.641845703125,0.8387643098831177,0.0003,0.2783833146095276,0.006393397226929665,2751.880615234375,543.2393798828125,0.781524658203125,0.575693666934967,5.605453729629517,,,,,,,,,,,,,,,,
warmup,91.0,40.55978931080211,32.64263153076172,5713.3723841528135,3461.216552734375,0.8389049768447876,0.0003,0.2783752679824829,0.006393753457814455,2751.920654296875,543.706787109375,0.7817614674568176,0.5764386653900146,5.665439605712891,,,,,,,,,,,,,,,,
warmup,92.0,40.30732891776345,32.61573791503906,5711.018473092168,3459.84521484375,0.8390377163887024,0.0003,0.27836161851882935,0.006393837742507458,2751.926025390625,544.2388916015625,0.7820153832435608,0.577143669128418,5.72402024269104,,,,,,,,,,,,,,,,
warmup,93.0,40.443647211248226,32.589725494384766,5708.740666732025,3458.517822265625,0.8391661047935486,0.0003,0.2783516049385071,0.006394106894731522,2751.927001953125,544.7396240234375,0.7822621464729309,0.5778295993804932,5.779639959335327,,,,,,,,,,,,,,,,
warmup,94.0,40.64511056379838,32.56103515625,5706.226949570092,3457.081298828125,0.8393076658248901,0.0003,0.2783356010913849,0.006393863819539547,2751.9541015625,545.194091796875,0.7825238108634949,0.5785834789276123,5.837419509887695,,,,,,,,,,,,,,,,
warmup,95.0,40.4906453219327,32.533836364746094,5703.843441049202,3455.709228515625,0.8394418954849243,0.0003,0.27832385897636414,0.006394004914909601,2751.956787109375,545.6841430664062,0.78278648853302,0.5793043971061707,5.8923211097717285,,,,,,,,,,,,,,,,
warmup,96.0,40.6198427026922,32.508140563964844,5701.590304467693,3454.391357421875,0.8395687341690063,0.0003,0.27831757068634033,0.006394693627953529,2751.966796875,546.298828125,0.7830260992050171,0.5799893140792847,5.952065944671631,,,,,,,,,,,,,,,,
warmup,97.0,40.372196977788754,32.481388092041016,5699.2439849509865,3453.059814453125,0.8397007584571838,0.0003,0.27830296754837036,0.006394420750439167,2751.957763671875,546.6880493164062,0.7832992076873779,0.5807024836540222,6.103803396224976,,,,,,,,,,,,,,,,
warmup,98.0,40.529542142694645,32.454017639160156,5696.842458766084,3451.703369140625,0.8398358225822449,0.0003,0.27829042077064514,0.006394621450453997,2752.001953125,547.2184448242188,0.783541202545166,0.5814303755760193,6.15754771232605,,,,,,,,,,,,,,,,
warmup,99.0,40.198237679221414,32.42805099487305,5694.563020987651,3450.406005859375,0.839963972568512,0.0003,0.2782813012599945,0.00639507407322526,2752.05029296875,547.7705688476562,0.783765435218811,0.5821236371994019,6.2071311473846436,,,,,,,,,,,,,,,,
warmup,100.0,40.477639805186875,32.40101623535156,5692.188507068261,3449.069091796875,0.8400974273681641,0.0003,0.2782684564590454,0.006395033560693264,2752.086669921875,548.226806640625,0.7840143442153931,0.5828472375869751,6.267442941665649,,,,,,,,,,,,,,,,
warmup,101.0,40.079715208573774,32.374610900878906,5689.868364030929,3447.734375,0.8402277231216431,0.0003,0.2782575488090515,0.006395509000867605,2752.150146484375,548.837646484375,0.784238338470459,0.5835541486740112,6.319937467575073,,,,,,,,,,,,,,,,
warmup,102.0,40.479436527598985,32.348670959472656,5687.588592716601,3446.42578125,0.8403557538986206,0.0003,0.2782471477985382,0.006395768839865923,2752.162353515625,549.3699951171875,0.7844955921173096,0.5842560529708862,6.37978196144104,,,,,,,,,,,,,,,,
warmup,103.0,40.1829799305309,32.32228469848633,5685.268331398264,3445.084716796875,0.8404859304428101,0.0003,0.27823662757873535,0.006396343931555748,2752.247314453125,549.996337890625,0.7847081422805786,0.5849642753601074,6.435597658157349,,,,,,,,,,,,,,,,
warmup,104.0,40.381011269309305,32.297515869140625,5683.089652644941,3443.8134765625,0.8406081795692444,0.0003,0.2782270610332489,0.006396822165697813,2752.270751953125,550.5953979492188,0.7849494218826294,0.5856374502182007,6.495100736618042,,,,,,,,,,,,,,,,
warmup,105.0,40.34095209295099,32.271419525146484,5680.793254467197,3442.484375,0.840736985206604,0.0003,0.27821701765060425,0.006397247780114412,2752.322021484375,551.1636962890625,0.7851869463920593,0.5863456130027771,6.553937196731567,,,,,,,,,,,,,,,,
