Time,Accuracy,Speed,BatteryPower,Acceleration
67.5,0.049,0,1082.584,0
67.6,0.047,0,1073.952,0
67.7,0.046,0,1077.135,0
67.8,0.045,0,1092.8,0
67.9,0.05,0,1084.436,0
68,0.053,0,1079.824,0
68.1,0.051,0,1090.47,0
68.2,0.05,0,1097.873,0
68.3,0.048,0,1088.743,0
68.4,0.047,0,1081.543,0
68.5,0.062,0,1089.605,0
68.6,0.072,0,1086.523,0
68.7,0.07,0,1081.905,0
68.8,0.067,0,1088.786,0
68.9,0.064,0,1095.771,0
69,0.062,0,1093.304,0
69.1,0.059,0,1083.837,0
69.2,0.057,0,1077.778,0
69.3,0.055,0,1080.417,0
69.4,0.053,0,1091.292,0
69.5,0.052,0,1093.359,0
69.6,0.05,0,1088.807,0
69.7,0.049,0,1085.775,0
69.8,0.047,0,1084.499,0
69.9,0.046,0,1085.504,0
70,0.045,0,1088.91,0
70.1,0.048,0,1089.632,0
70.2,0.063,0,1081.767,0
70.3,0.069,0,1086.54,0
70.4,0.067,0,1090.506,0
70.5,0.065,0,1082.251,0
70.6,0.061,0,1082.752,0
70.7,0.059,0,1083.369,0
70.8,0.056,0,1091.312,0
70.9,0.054,0,1097.554,0
71,0.053,0,1083.86,0
71.1,0.051,0,1084.403,0
71.2,0.05,0,1083.854,0
71.3,0.048,0,1075.957,0
71.4,0.047,0,1085.272,0
71.5,0.046,0,1087.698,0
71.6,0.045,0,1084.804,0
71.7,0.043,0,1083.335,0
71.8,0.042,0,1082.731,0
71.9,0.041,0,1085.491,0
72,0.04,0,1091.552,0
72.1,0.041,0,1093.08,0
72.2,0.042,0,1089.543,0
72.3,0.043,0,1085.528,0
72.4,0.047,0,1088.249,0
72.5,0.05,0,1096.61,0
72.6,0.051,0,1093.819,0
72.7,0.049,0,1082.994,0
72.8,0.047,0,1081.311,0
72.9,0.045,0,1073.984,0
73,0.044,0,1079.579,0
73.1,0.043,0,1084.415,0
73.2,0.042,0,1087.893,0
73.3,0.04,0,1094.828,0
73.4,0.039,0,1085.492,0
73.5,0.038,0,1080.939,0
73.6,0.038,0,1082.67,0
73.7,0.039,0,1083.232,0
73.8,0.04,0,1080.032,0
73.9,0.04,0,1080.501,0
74,0.05,0,1091.777,0
74.1,0.065,0,1092.687,0
74.2,0.063,0,1087.781,0
74.3,0.061,0,1085.141,0
74.4,0.059,0,1083.895,0
74.5,0.057,0,1093.649,0
74.6,0.054,0,1093.637,0
74.7,0.052,0,1085.449,0
74.8,0.051,0,1076.323,0
74.9,0.049,0,1093.717,0
75,0.048,0,1095.891,0
75.1,0.046,0,1085.077,0
75.2,0.045,0,1081.929,0
75.3,0.045,0,1085.74,0
75.4,0.044,0,1096.356,0
75.5,0.043,0,1091.194,0
75.6,0.042,0,1084.487,0
75.7,0.041,0,1089.655,0
75.8,0.049,0,1082.918,0
75.9,0.058,0,1080.424,0
76,0.057,0,1086.418,0
76.1,0.056,0,1083.813,0
76.2,0.053,0,1097.251,0
76.3,0.051,0,1106.908,0
76.4,0.049,0,1087.871,0
76.5,0.048,0,1077.478,0
76.6,0.046,0,1077.759,0
76.7,0.045,0,1084.94,0
76.8,0.044,0,1090.588,0
76.9,0.043,0,1095.439,0
77,0.042,0,1093.788,0
77.1,0.04,0,1094.717,0
77.2,0.04,0,1090.475,0
77.3,0.04,0,1082.25,0
77.4,0.04,0,1085.11,0
77.5,0.04,0,1093.131,0
77.6,0.042,0,1091.306,0
77.7,0.043,0,1083.782,0
77.8,0.043,0,1087.436,0
77.9,0.062,0,1096.251,0
78,0.078,0,1083.236,0
78.1,0.076,0,1084.404,0
78.2,0.072,0,1090.468,0
78.3,0.07,0,1081.704,0
78.4,0.066,0,1086.386,0
78.5,0.064,0,1091.025,0
78.6,0.061,0,1094.694,0
78.7,0.059,0,1091.188,0
78.8,0.057,0,1098.609,0
78.9,0.055,0,1098.19,0
79,0.054,0,1092.022,0
79.1,0.052,0,1094.126,0
79.2,0.05,0,1090.439,0
79.3,0.049,0,1093.737,0
79.4,0.047,0,1098.202,0
79.5,0.046,0,1092.947,0
79.6,0.046,0,1087.334,0
79.7,0.045,0,1088.381,0
79.8,0.045,0,1086.051,0
79.9,0.05,0,1108.67,0
80,0.052,0,1104.416,0
80.1,0.05,0,1089.577,0
80.2,0.048,0,1073.96,0
80.3,0.046,0,1086.143,0
80.4,0.045,0,1103.435,0
80.5,0.044,0,1101.955,0
80.6,0.043,0,1104.952,0
80.7,0.041,0,1087.136,0
80.8,0.041,0,1082.201,0
80.9,0.042,0,1087.602,0
81,0.046,0,1087.036,0
81.1,0.047,0,1091.971,0
81.2,0.045,0,1083.787,0
81.3,0.047,0,1082.672,0
81.4,0.052,0,1087.887,0
81.5,0.05,0,1090.505,0
81.6,0.05,0,1099.182,0
81.7,0.074,0,1094.55,0
81.8,0.077,0,1092.256,0
81.9,0.074,0,1084.898,0
82,0.071,0,1078.878,0
82.1,0.068,0,1081.979,0
82.2,0.065,0,1089.612,0
82.3,0.063,0,1093.113,0
82.4,0.06,0,1086.842,0
82.5,0.058,0,1088.667,0
82.6,0.056,0,1090.395,0
82.7,0.054,0,1082.209,0
82.8,0.053,0,1077.76,0
82.9,0.051,0,1080.421,0
83,0.05,0,1088.742,0
83.1,0.049,0,1090.39,0
83.2,0.047,0,1086.534,0
83.3,0.046,0,1090.453,0
83.4,0.047,0,1095.994,0
83.5,0.056,0,1106.831,0
83.6,0.059,0,1097.266,0
83.7,0.058,0,1088.928,0
83.8,0.055,0,1084.755,0
83.9,0.053,0,1082.164,0
84,0.051,0,1088.793,0
84.1,0.05,0,1087.14,0
84.2,0.048,0,1088.587,0
84.3,0.047,0,1094.779,0
84.4,0.046,0,1093.328,0
84.5,0.045,0,1087.119,0
84.6,0.043,0,1083.829,0
84.7,0.042,0,1083.854,0
84.8,0.041,0,1078.893,0
84.9,0.04,0,1087.647,0
85,0.04,0,1088.754,0
85.1,0.04,0,1085.281,0
85.2,0.063,0,1090.917,0
85.3,0.078,0,1090.61,0
85.4,0.075,0,1091.339,0
85.5,0.073,0,1086.121,0
85.6,0.069,0.033,1420.14,0.33
85.7,0.067,0.078,1519.001,0.45
85.8,0.063,0.073,1403.456,-0.05
85.9,0.061,0.012,1422.091,-0.61
86,0.059,0.006,1399.936,-0.06
86.1,0.058,0,1381.865,-0.06
86.2,0.055,-0.013,1362.752,-0.13
86.3,0.054,-0.022,1333.334,-0.09
86.4,0.052,-0.022,1305.704,0
86.5,0.051,-0.022,1292.92,0
86.6,0.049,-0.02,1272.414,0.02
86.7,0.048,-0.01,1257.24,0.1
86.8,0.048,-0.002,1297.848,0.08
86.9,0.048,0,1291.884,0.02
87,0.059,0,1243.154,0
87.1,0.073,0,1247.27,0
87.2,0.07,0,1245.103,0
87.3,0.067,0,1231.825,0
87.4,0.064,0,1211.821,0
87.5,0.062,0,1203.506,0
87.6,0.059,0,1208.672,0
87.7,0.058,0,1202.724,0
87.8,0.056,0,1155.963,0
87.9,0.054,0,1119.585,0
88,0.052,0,1124.145,0
88.1,0.051,0,1112.277,0
88.2,0.049,0,1101.873,0
88.3,0.048,0,1087.804,0
88.4,0.046,0,1077.453,0
88.5,0.045,0,1078.838,0
88.6,0.044,0,1085.426,0
88.7,0.043,0,1096.681,0
88.8,0.046,0,1099.468,0
88.9,0.047,0,1089.552,0
89,0.046,0,1088.505,0
89.1,0.045,0,1084.845,0
89.2,0.043,0,1090.201,0
89.3,0.042,0,1092.781,0
89.4,0.042,0,1073.976,0
89.5,0.041,0,1079.752,0
89.6,0.039,0,1096.484,0
89.7,0.039,0,1101.638,0
89.8,0.039,0,1097.744,0
89.9,0.04,0,1096.996,0
90,0.039,0,1098.633,0
90.1,0.039,0,1099.642,0
90.2,0.04,0,1086.874,0
90.3,0.041,0,1084.371,0
90.4,0.04,0,1083.809,0
90.5,0.039,0,1088.737,0
90.6,0.04,0,1097.685,0
90.7,0.048,0,1100.007,0
90.8,0.052,0,1098.238,0
90.9,0.051,0,1086.851,0
91,0.05,0,1084.442,0
91.1,0.048,0,1084.195,0
91.2,0.046,0,1087.427,0
91.3,0.044,0,1099.86,0
91.4,0.043,0,1096.34,0
91.5,0.042,0,1096.988,0
91.6,0.042,0,1095.346,0
91.7,0.042,0,1087.889,0
91.8,0.041,0,1086.48,0
91.9,0.041,0,1091.572,0
92,0.041,0,1090.532,0
92.1,0.041,0,1092.714,0
92.2,0.04,0,1094.125,0
92.3,0.04,0,1086.891,0
92.4,0.041,0,1084.929,0
92.5,0.042,0,1086.943,0
92.6,0.048,0,1087.086,0
92.7,0.065,0,1099.908,0
92.8,0.067,0,1101.144,0
92.9,0.065,0,1086.493,0
93,0.062,0,1087.124,0
93.1,0.059,0,1093.874,0
93.2,0.06,0,1095.338,0
93.3,0.061,0,1089.563,0
93.4,0.059,0,1086.073,0
93.5,0.057,0,1084.341,0
93.6,0.055,0,1084.88,0
93.7,0.053,0,1094.169,0
93.8,0.052,0,1091.315,0
93.9,0.05,0,1080.958,0
94,0.049,0,1079.976,0
94.1,0.047,0,1087.99,0
94.2,0.046,0,1095.316,0
94.3,0.045,0,1080.429,0
94.4,0.044,0,1077.752,0
94.5,0.046,0,1088.684,0
94.6,0.052,0,1090.96,0
94.7,0.054,0,1086.511,0
94.8,0.054,0,1081.694,0
94.9,0.052,0,1232.968,0
95,0.05,0.015,1492.393,0.15
95.1,0.048,0.037,1511.874,0.22
95.2,0.046,0.044,1403.144,0.07
95.3,0.045,0.06,1489.045,0.16
95.4,0.045,0.081,1578.038,0.21
95.5,0.045,0.102,1656.541,0.21
95.6,0.045,0.132,1699.319,0.3
95.7,0.043,0.171,1753.855,0.39
95.8,0.042,0.203,1799.834,0.32
95.9,0.043,0.238,1820.969,0.35
96,0.043,0.269,1846.409,0.31
96.1,0.046,0.318,1884.383,0.49
96.2,0.047,0.348,1901.635,0.3
96.3,0.046,0.384,1920.058,0.36
96.4,0.051,0.416,1943.088,0.32
96.5,0.053,0.451,1992.692,0.35
96.6,0.051,0.496,2117.015,0.45
96.7,0.05,0.562,2562.951,0.66
96.8,0.049,0.604,3042.405,0.42
96.9,0.047,0.643,3528.501,0.39
97,0.046,0.703,4004.329,0.6
97.1,0.044,0.792,4530.405,0.89
97.2,0.043,0.902,5090.394,1.1
97.3,0.042,1.012,5735.759,1.1
97.4,0.042,1.148,6573.779,1.36
97.5,0.042,1.257,6986.904,1.09
97.6,0.043,1.401,7420.907,1.44
97.7,0.042,1.534,7683.496,1.33
97.8,0.041,1.653,7904.346,1.19
97.9,0.04,1.793,8134.769,1.4
98,0.04,1.844,8228.544,0.51
98.1,0.163,2.001,8248.441,1.57
98.2,0.159,2.08,8348.552,0.79
98.3,0.151,2.213,8470.092,1.33
98.4,0.143,2.346,8502.852,1.33
98.5,0.139,2.435,8496.314,0.89
98.6,0.133,2.534,8386.852,0.99
98.7,0.126,2.645,8379.524,1.11
98.8,0.121,2.749,8438.93,1.04
98.9,0.114,2.882,8494.572,1.33
99,0.109,2.983,8920.853,1.01
99.1,0.105,3.079,9601.91,0.96
99.2,0.101,3.166,10117.264,0.87
99.3,0.097,3.279,10475.999,1.13
99.4,0.094,3.361,10850.613,0.82
99.5,0.089,3.481,11448.867,1.2
99.6,0.087,3.573,11760.188,0.92
99.7,0.083,3.706,12217.33,1.33
99.8,0.08,3.802,12617.583,0.96
99.9,0.077,3.924,12950.655,1.22
100,0.074,4.02,13037.414,0.96
100.1,0.072,4.12,12990.644,1
100.2,0.071,4.206,12867.315,0.86
100.3,0.068,4.306,12755.852,1
100.4,0.066,4.383,12651.237,0.77
100.5,0.063,4.53,12398.985,1.47
100.6,0.061,4.615,12257.458,0.85
100.7,0.058,4.737,12231.859,1.22
100.8,0.056,4.803,12374.139,0.66
100.9,0.054,4.91,12533.511,1.07
101,0.053,4.971,12536.74,0.61
101.1,0.051,5.07,12444.965,0.99
101.2,0.05,5.157,12491.204,0.87
101.3,0.048,5.239,12800.621,0.82
101.4,0.047,5.327,13329.908,0.88
101.5,0.045,5.414,13850.542,0.87
101.6,0.044,5.503,14287.708,0.89
101.7,0.044,5.584,14579.776,0.81
101.8,0.047,5.683,14584.959,0.99
101.9,0.047,5.765,14441.975,0.82
102,0.046,5.835,14259.058,0.7
102.1,0.046,5.911,14051.739,0.76
102.2,0.046,5.976,13832.283,0.65
102.3,0.045,6.038,13706.858,0.62
102.4,0.046,6.103,13758.358,0.65
102.5,0.056,6.215,14149.417,1.12
102.6,0.058,6.283,14379.496,0.68
102.7,0.054,6.408,14834.772,1.25
102.8,0.053,6.48,15228.902,0.72
102.9,0.051,6.567,15573.573,0.87
103,0.05,6.646,15763.323,0.79
103.1,0.048,6.731,15959.767,0.85
103.2,0.047,6.823,16167.075,0.92
103.3,0.046,6.898,16384.214,0.75
103.4,0.044,6.97,16577.446,0.72
103.5,0.043,7.065,16799.777,0.95
103.6,0.042,7.12,16763.267,0.55
103.7,0.046,7.202,16602.55,0.82
103.8,0.051,7.28,16417.202,0.78
103.9,0.05,7.341,16144.645,0.61
104,0.048,7.412,15851.442,0.71
104.1,0.047,7.501,15400.387,0.89
104.2,0.045,7.564,15119.425,0.63
104.3,0.043,7.652,14746.789,0.88
104.4,0.042,7.722,14484.603,0.7
104.5,0.041,7.778,14322.2,0.56
104.6,0.04,7.854,14328.927,0.76
104.7,0.042,7.894,14544.925,0.4
104.8,0.05,7.969,14794.148,0.75
104.9,0.051,8.029,15186.296,0.6
105,0.05,8.094,15925.272,0.65
105.1,0.048,8.181,16695.278,0.87
105.2,0.047,8.243,17022.657,0.62
105.3,0.045,8.318,17317.508,0.75
105.4,0.044,8.383,17501.013,0.65
105.5,0.043,8.461,17681.425,0.78
105.6,0.042,8.524,17782.572,0.63
105.7,0.041,8.593,17881.95,0.69
105.8,0.047,8.636,17943.942,0.43
105.9,0.069,8.712,17975.341,0.76
106,0.068,8.756,18014.997,0.44
106.1,0.065,8.845,18059.153,0.89
106.2,0.063,8.91,17995.566,0.65
106.3,0.06,9.001,17818.875,0.91
106.4,0.058,9.078,17648.958,0.77
106.5,0.055,9.163,17450.448,0.85
106.6,0.053,9.238,17147.803,0.75
106.7,0.052,9.305,16934.858,0.67
106.8,0.05,9.361,16845.711,0.56
106.9,0.049,9.411,16860.753,0.5
107,0.048,9.469,16949.171,0.58
107.1,0.046,9.524,17060.929,0.55
107.2,0.045,9.594,17208.888,0.7
107.3,0.044,9.656,17257.585,0.62
107.4,0.043,9.718,17197.558,0.62
107.5,0.041,9.784,17053.796,0.66
107.6,0.041,9.832,16982.985,0.48
107.7,0.056,9.889,16974.074,0.57
107.8,0.076,9.934,17026.553,0.45
107.9,0.074,9.984,17112.806,0.5
108,0.071,10.05,17258.692,0.66
108.1,0.068,10.134,17392.999,0.84
108.2,0.065,10.2,17466.802,0.66
108.3,0.062,10.272,17539.099,0.72
108.4,0.06,10.338,17581.702,0.66
108.5,0.058,10.381,17558.448,0.43
108.6,0.056,10.458,17419.699,0.77
108.7,0.055,10.503,17332.93,0.45
108.8,0.053,10.556,17219.911,0.53
108.9,0.051,10.621,17047.711,0.65
109,0.05,10.682,16739.402,0.61
109.1,0.048,10.741,16137.46,0.59
109.2,0.053,10.776,15574.835,0.35
109.3,0.063,10.813,15171.475,0.37
109.4,0.061,10.858,14942.387,0.45
109.5,0.06,10.898,14817.804,0.4
109.6,0.057,10.968,14810.605,0.7
109.7,0.055,11.009,14837.056,0.41
109.8,0.052,11.067,14844.46,0.58
109.9,0.051,11.112,14844.64,0.45
110,0.049,11.147,14848.177,0.35
110.1,0.048,11.2,14868.048,0.53
110.2,0.046,11.245,14894.516,0.45
110.3,0.045,11.298,14898.766,0.53
110.4,0.044,11.338,14753.352,0.4
110.5,0.042,11.394,13749.908,0.56
110.6,0.042,11.427,12664.724,0.33
110.7,0.04,11.467,11230.801,0.4
110.8,0.04,11.487,10693.755,0.2
110.9,0.038,11.514,10746.785,0.27
111,0.038,11.537,11646.908,0.23
111.1,0.041,11.561,12618.101,0.24
111.2,0.05,11.6,13669.003,0.39
111.3,0.057,11.631,14548.97,0.31
111.4,0.062,11.665,15370.338,0.34
111.5,0.062,11.705,16183.605,0.4
111.6,0.064,11.764,17526.53,0.59
111.7,0.063,11.809,18179.745,0.45
111.8,0.06,11.887,19240.961,0.78
111.9,0.058,11.947,19934.681,0.6
112,0.056,11.995,20635.221,0.48
112.1,0.054,12.056,21352.854,0.61
112.2,0.053,12.107,22013.439,0.51
112.3,0.051,12.173,22925.168,0.66
112.4,0.05,12.241,23496.055,0.68
112.5,0.048,12.326,23960.252,0.85
112.6,0.047,12.401,24205.172,0.75
112.7,0.045,12.487,23978.96,0.86
112.8,0.044,12.544,23929.959,0.57
112.9,0.043,12.614,24359.763,0.7
113,0.042,12.664,24683.401,0.5
113.1,0.058,12.718,24790.46,0.54
113.2,0.081,12.775,24849.944,0.57
113.3,0.079,12.835,24825.559,0.6
113.4,0.076,12.899,24871.804,0.64
113.5,0.072,12.995,24429.617,0.96
113.6,0.069,13.068,23926.946,0.73
113.7,0.066,13.171,23340.344,1.03
113.8,0.064,13.237,23078.932,0.66
113.9,0.061,13.301,22439.927,0.64
114,0.059,13.351,21847.197,0.5
114.1,0.057,13.412,21486.966,0.61
114.2,0.056,13.461,21357.824,0.49
114.3,0.054,13.523,21016.187,0.62
114.4,0.052,13.578,20480.699,0.55
114.5,0.051,13.634,20158.573,0.56
114.6,0.049,13.679,20027.127,0.45
114.7,0.048,13.734,19803.077,0.55
114.8,0.046,13.783,19600.178,0.49
114.9,0.045,13.828,19286.582,0.45
115,0.044,13.875,18851.815,0.47
115.1,0.057,13.904,18386.371,0.29
115.2,0.08,13.946,18251.963,0.42
115.3,0.077,13.981,18515.212,0.35
115.4,0.075,14.025,18650.253,0.44
115.5,0.071,14.085,18830.118,0.6
115.6,0.068,14.13,19035.424,0.45
115.7,0.065,14.189,19076.432,0.59
115.8,0.063,14.225,18969.707,0.36
115.9,0.061,14.274,18523.182,0.49
116,0.059,14.316,18017.324,0.42
116.1,0.057,14.358,17629.588,0.42
116.2,0.055,14.395,17544.842,0.37
116.3,0.053,14.441,17583.711,0.46
116.4,0.052,14.471,17775.486,0.3
116.5,0.05,14.516,18051.918,0.45
116.6,0.049,14.547,18082.407,0.31
116.7,0.05,14.583,18061.93,0.36
116.8,0.056,14.619,18090.906,0.36
116.9,0.056,14.649,18162.847,0.3
117,0.054,14.679,18116.991,0.3
117.1,0.052,14.731,17696,0.52
117.2,0.05,14.761,17368.6,0.3
117.3,0.048,14.815,16771.66,0.54
117.4,0.047,14.851,16206.528,0.36
117.5,0.045,14.881,15795.033,0.3
117.6,0.044,14.911,15330.769,0.3
117.7,0.043,14.949,14429.551,0.38
117.8,0.045,14.972,13722.455,0.23
117.9,0.05,15.002,12972.541,0.3
118,0.048,15.025,12267.942,0.23
118.1,0.047,15.054,11358.921,0.29
118.2,0.046,15.073,10901.394,0.19
118.3,0.044,15.085,10865.116,0.12
118.4,0.043,15.098,10896.528,0.13
118.5,0.042,15.111,10920.942,0.13
118.6,0.041,15.127,11055.683,0.16
118.7,0.042,15.142,11245.085,0.15
118.8,0.047,15.161,11449.832,0.19
118.9,0.049,15.183,11672.867,0.22
119,0.048,15.193,11958.202,0.1
119.1,0.047,15.208,12704.467,0.15
119.2,0.046,15.227,13354.256,0.19
119.3,0.044,15.256,13787.16,0.29
119.4,0.042,15.287,13941.334,0.31
119.5,0.041,15.311,13730.601,0.24
119.6,0.04,15.34,13338.349,0.29
119.7,0.039,15.366,12873.5,0.26
119.8,0.04,15.393,12746.843,0.27
119.9,0.042,15.414,12865.554,0.21
120,0.042,15.435,13093.228,0.21
120.1,0.045,15.449,13410.235,0.14
120.2,0.047,15.458,13629.046,0.09
120.3,0.047,15.478,13784.256,0.2
120.4,0.046,15.499,13789.644,0.21
120.5,0.045,15.522,13664.91,0.23
120.6,0.056,15.539,13376.968,0.17
120.7,0.087,15.578,12434.401,0.39
120.8,0.085,15.588,11931.463,0.1
120.9,0.081,15.613,10529.144,0.25
121,0.077,15.634,9433.443,0.21
121.1,0.074,15.644,8290.476,0.1
121.2,0.071,15.644,7312.524,0
121.3,0.068,15.652,6560.521,0.08
121.4,0.066,15.652,6113.767,0
121.5,0.064,15.646,5963.179,-0.06
121.6,0.061,15.644,5680.005,-0.02
121.7,0.059,15.644,5455.905,0
121.8,0.058,15.641,5456.803,-0.03
121.9,0.056,15.625,5552.549,-0.16
122,0.056,15.628,5617.708,0.03
122.1,0.054,15.645,5501.692,0.17
122.2,0.052,15.65,5214.932,0.05
122.3,0.051,15.648,5220.682,-0.02
122.4,0.052,15.644,5469.72,-0.04
122.5,0.059,15.644,5557.472,0
122.6,0.062,15.644,5604.376,0
122.7,0.06,15.644,5739.394,0
122.8,0.057,15.651,5917.443,0.07
122.9,0.055,15.656,6185.41,0.05
123,0.053,15.651,6574.049,-0.05
123.1,0.05,15.644,7221.442,-0.07
123.2,0.049,15.644,7469.825,0
123.3,0.048,15.644,7550.826,0
123.4,0.046,15.656,7498.396,0.12
123.5,0.045,15.667,7316.622,0.11
123.6,0.044,15.682,6912.172,0.15
123.7,0.043,15.698,6713.588,0.16
123.8,0.044,15.711,6597.377,0.13
123.9,0.044,15.711,6677.528,0
124,0.044,15.711,6905.159,0
124.1,0.048,15.707,7093.547,-0.04
124.2,0.065,15.689,7758.86,-0.18
124.3,0.064,15.689,7949.171,0
124.4,0.061,15.7,7990.819,0.11
124.5,0.059,15.721,7740.802,0.21
124.6,0.057,15.737,7543.061,0.16
124.7,0.054,15.753,7357.632,0.16
124.8,0.052,15.756,7311.1,0.03
124.9,0.051,15.756,7304.105,0
125,0.049,15.756,7248.268,0
125.1,0.049,15.756,7172.989,0
125.2,0.049,15.758,7093.633,0.02
125.3,0.048,15.76,6988.264,0.02
125.4,0.046,15.758,6852.051,-0.02
125.5,0.045,15.766,6626.607,0.08
125.6,0.044,15.789,6232.256,0.23
125.7,0.043,15.793,6071.456,0.04
125.8,0.042,15.783,6073.463,-0.1
125.9,0.04,15.778,6086.178,-0.05
126,0.04,15.778,6090.907,0
126.1,0.046,15.778,6124.618,0
126.2,0.052,15.783,6115.905,0.05
126.3,0.051,15.795,6091.417,0.12
126.4,0.049,15.791,6087.193,-0.04
126.5,0.047,15.788,6075.982,-0.03
126.6,0.045,15.795,5959.864,0.07
126.7,0.044,15.804,5845.014,0.09
126.8,0.043,15.804,5989.884,0
126.9,0.043,15.8,6309.192,-0.04
127,0.042,15.8,6625.866,0
127.1,0.041,15.8,6840.802,0
127.2,0.041,15.8,6890.127,0
127.3,0.04,15.802,6882.211,0.02
127.4,0.039,15.812,6866.101,0.1
127.5,0.038,15.822,6861.504,0.1
127.6,0.039,15.822,6883.928,0
127.7,0.04,15.822,6858.355,0
127.8,0.049,15.822,6767.195,0
127.9,0.054,15.827,6621.44,0.05
128,0.054,15.841,6381.583,0.14
128.1,0.054,15.844,6131.181,0.03
128.2,0.053,15.844,5962.831,0
128.3,0.051,15.844,5863.012,0
128.4,0.049,15.844,5889.612,0
128.5,0.048,15.844,5926.932,0
128.6,0.046,15.844,5902.559,0
128.7,0.046,15.844,5774.763,0
128.8,0.045,15.844,5640.209,0
128.9,0.044,15.844,5579.996,0
129,0.046,15.844,5446.921,0
129.1,0.056,15.844,5231.706,0
129.2,0.059,15.844,5049.766,0
129.3,0.058,15.844,4828.669,0
129.4,0.055,15.844,4616.155,0
129.5,0.054,15.839,4500.842,-0.05
129.6,0.052,15.827,4472.661,-0.12
129.7,0.05,15.82,4566.3,-0.07
129.8,0.049,15.81,4689.978,-0.1
129.9,0.048,15.8,4748.116,-0.1
130,0.053,15.8,4668.912,0
130.1,0.072,15.8,4457.205,0
130.2,0.07,15.8,4310.852,0
130.3,0.068,15.8,4149.674,0
130.4,0.065,15.8,3917.676,0
130.5,0.062,15.789,3646.114,-0.11
130.6,0.059,15.778,3368.082,-0.11
130.7,0.057,15.778,3182.083,0
130.8,0.055,15.778,3200.26,0
130.9,0.053,15.764,3496.88,-0.14
131,0.052,15.745,3951.588,-0.19
131.1,0.05,15.724,4465.826,-0.21
131.2,0.049,15.714,4811.75,-0.1
131.3,0.052,15.709,5055.913,-0.05
131.4,0.053,15.699,5161.368,-0.1
131.5,0.052,15.694,5117.007,-0.05
131.6,0.05,15.714,4683.731,0.2
131.7,0.049,15.731,4160.815,0.17
131.8,0.048,15.72,3834.305,-0.11
131.9,0.047,15.711,3738.626,-0.09
132,0.046,15.711,3573.939,0
132.1,0.044,15.698,3521.154,-0.13
132.2,0.043,15.689,3477.416,-0.09
132.3,0.041,15.689,3431.625,0
132.4,0.04,15.682,3534.178,-0.07
132.5,0.04,15.669,3755.366,-0.13
132.6,0.041,15.667,3890.018,-0.02
132.7,0.043,15.66,4103.268,-0.07
132.8,0.042,15.651,4249.813,-0.09
132.9,0.042,15.653,4355.359,0.02
133,0.042,15.653,4527.291,0
133.1,0.043,15.644,4797.356,-0.09
133.2,0.045,15.644,5082.619,0
133.3,0.045,15.644,5137.592,0
133.4,0.044,15.644,5114.517,0
133.5,0.059,15.644,5142.252,0
133.6,0.092,15.644,5268.08,0
133.7,0.088,15.644,5394.084,0
133.8,0.086,15.644,5418.767,0
133.9,0.081,15.639,5462.332,-0.05
134,0.078,15.631,5491.087,-0.08
134.1,0.074,15.632,5435.579,0.01
134.2,0.072,15.642,5219.298,0.1
134.3,0.069,15.638,5062.216,-0.04
134.4,0.067,15.63,4958.711,-0.08
134.5,0.064,15.624,4809.356,-0.06
134.6,0.062,15.622,4564.283,-0.02
134.7,0.06,15.622,4353.16,0
134.8,0.058,15.622,4415.402,0
134.9,0.056,15.618,4523.422,-0.04
135,0.054,15.609,4441.413,-0.09
135.1,0.053,15.613,4191.144,0.04
135.2,0.051,15.612,3959.495,-0.01
135.3,0.05,15.591,3876.594,-0.21
135.4,0.049,15.583,3770.544,-0.08
135.5,0.05,15.578,3346.619,-0.05
135.6,0.05,15.578,2624.723,0
135.7,0.049,15.578,2187.861,0
135.8,0.05,15.573,1755.804,-0.05
135.9,0.053,15.561,1514.151,-0.12
136,0.052,15.547,1396.346,-0.14
136.1,0.05,15.527,1374.082,-0.2
136.2,0.048,15.513,1485.428,-0.14
136.3,0.047,15.504,1587.241,-0.09
136.4,0.046,15.493,1718.654,-0.11
136.5,0.045,15.482,1921.682,-0.11
136.6,0.044,15.46,2591.983,-0.22
136.7,0.048,15.449,3173.832,-0.11
136.8,0.053,15.444,3612.249,-0.05
136.9,0.053,15.444,3735.408,0
137,0.051,15.444,3864.342,0
137.1,0.05,15.437,4105.621,-0.07
137.2,0.052,15.426,4303.397,-0.11
137.3,0.056,15.422,4391.233,-0.04
137.4,0.055,15.422,4376.783,0
137.5,0.053,15.422,4278.229,0
137.6,0.051,15.422,3925.806,0
137.7,0.049,15.422,3425.505,0
137.8,0.047,15.417,2817.854,-0.05
137.9,0.046,15.398,2457.334,-0.19
138,0.05,15.382,2190.623,-0.16
138.1,0.056,15.378,1828.676,-0.04
138.2,0.054,15.378,1508.757,0
138.3,0.052,15.36,1335.625,-0.18
138.4,0.051,15.337,1265.454,-0.23
138.5,0.049,15.318,1249.325,-0.19
138.6,0.048,15.311,1102.65,-0.07
138.7,0.046,15.298,652.573,-0.13
138.8,0.045,15.281,238.374,-0.17
138.9,0.044,15.267,-386.15,-0.14
139,0.045,15.251,-1769.769,-0.16
139.1,0.047,15.244,-2799.456,-0.07
139.2,0.064,15.224,-5568.018,-0.2
139.3,0.068,15.205,-7032.589,-0.19
139.4,0.066,15.161,-9444.173,-0.44
139.5,0.064,15.121,-11449.243,-0.4
139.6,0.061,15.054,-13459.256,-0.67
139.7,0.059,14.994,-13864.152,-0.6
