Time,Accuracy,Speed,BatteryPower,Acceleration,BatteryPower_SG,Speed_SG,Acceleration_SG
398.4,0.044,13.956,5331.165,0.0,5346.98653379954,13.9568135198135,0.0153729603729689
398.5,0.043,13.956,5326.061,0.0,5343.07482983683,13.9574475524476,-0.0011305361305422
398.6,0.042,13.956,5350.783,0.0,5342.63892773893,13.9565874125874,-0.0105944055944024
398.7,0.045,13.956,5355.742,0.0,5342.11125874126,13.9553286713287,-0.010489510489507
398.8,0.05,13.956,5346.062,0.0,5346.2811002331,13.9544895104895,0.0003263403263442
398.9,0.051,13.956,5348.723,0.0,5352.86026806527,13.9553939393939,0.0173193473193588
399.0,0.05,13.956,5351.858,0.0,5354.47422843823,13.9579533799534,0.0313053613053533
399.1,0.059,13.956,5348.731,0.0,5352.34833100233,13.961655011655,0.0401631701631656
399.2,0.072,13.964,5364.176,0.08,5355.03677156177,13.965986013986,0.0422144522144509
399.3,0.069,13.976,5360.806,0.12,5359.88122377622,13.9700979020979,0.0362004662004643
399.4,0.068,13.978,5350.313,0.02,5360.66233100233,13.9732261072261,0.0321445221445167
399.5,0.065,13.978,5359.396,0.0,5359.58882284382,13.9765268065268,0.0351048951048947
399.6,0.062,13.978,5373.126,0.0,5357.88068764569,13.9802470862471,0.0341724941725038
399.7,0.06,13.978,5360.417,0.0,5356.17250815851,13.9833613053613,0.0272727272727307
399.8,0.057,13.982,5345.107,0.04,5358.18675757576,13.9857016317016,0.0291142191142252
399.9,0.055,13.994,5354.047,0.12,5361.15605361306,13.9891841491842,0.0449883449883374
400.0,0.054,14.0,5364.513,0.06,5366.26314452215,13.9946993006993,0.061864801864772
400.1,0.052,14.0,5377.308,0.0,5374.84955011655,14.0015571095571,0.064498834498851
400.2,0.051,14.0,5383.98,0.0,5383.02135431236,14.0075990675991,0.0493939393939541
400.3,0.05,14.01,5388.863,0.1,5388.00082517483,14.0114358974359,0.0344988344988304
400.4,0.048,14.022,5403.363,0.12,5389.66111421912,14.0144988344988,0.0331468531468656
400.5,0.047,14.022,5390.946,0.0,5387.46784382284,14.0180652680653,0.026538461538464
400.6,0.045,14.016,5365.738,-0.06,5381.22558508159,14.0198065268065,0.0047202797202852
400.7,0.044,14.016,5372.282,0.0,5374.31145687646,14.0190093240093,-0.0136829836829929
400.8,0.043,14.022,5376.304,0.06,5366.99808391609,14.0170699300699,-0.0187412587412716
400.9,0.042,14.018,5357.578,-0.04,5357.94682284382,14.0152610722611,-0.0111421911421956
401.0,0.044,14.009,5351.055,-0.09,5351.36182983683,14.0148414918415,0.0046969696969679
401.1,0.051,14.013,5355.242,0.04,5350.42620745921,14.0162004662005,0.0209790209790318
401.2,0.05,14.022,5350.034,0.09,5352.59529137529,14.0190372960373,0.0350116550116495
401.3,0.048,14.022,5345.267,0.0,5361.8501025641,14.0232027972028,0.0534965034965071
401.4,0.048,14.026,5365.594,0.04,5377.50862004662,14.0297365967366,0.068170163170182
401.5,0.048,14.037,5405.11,0.11,5394.97073426574,14.0368368298368,0.054289044289023
401.6,0.047,14.044,5420.693,0.07,5410.24533100233,14.0405944055944,0.0178671328671342
401.7,0.045,14.044,5430.841,0.0,5422.77157808858,14.0404102564103,-0.0103263403263482
401.8,0.044,14.044,5432.718,0.0,5431.36236829837,14.0385291375291,-0.0209090909091015
401.9,0.043,14.039,5432.425,-0.05,5431.24245221445,14.0362284382284,-0.0234265734265739
402.0,0.042,14.027,5419.556,-0.12,5425.80206759907,14.0338438228438,-0.0163752913752864
402.1,0.042,14.022,5419.608,-0.05,5424.02858741259,14.0329533799534,0.00055944055946
402.2,0.041,14.032,5424.487,0.1,5423.47461072261,14.0339557109557,0.0173892773892713
402.3,0.05,14.044,5414.38,0.12,5421.88288811189,14.0364312354312,0.0302331002330919
402.4,0.057,14.044,5421.021,0.0,5419.59038927739,14.0400023310023,0.0352797202797215
402.5,0.055,14.044,5432.514,0.0,5416.30906060606,14.0434871794872,0.0253263403263247
402.6,0.053,14.044,5415.438,0.0,5410.51856177156,14.0450675990676,0.0065501165501306
402.7,0.052,14.044,5398.444,0.0,5407.78924708625,14.0447972027972,-0.0028671328671149
402.8,0.059,14.042,5398.635,-0.02,5409.00738228438,14.0444941724942,-0.0070046620046686
402.9,0.066,14.042,5398.645,0.0,5409.04891608392,14.0433962703963,-0.0202097902098075
403.0,0.064,14.044,5408.95,0.02,5406.12841025641,14.0404522144522,-0.0265501165501131
403.1,0.062,14.044,5427.4,0.0,5405.88481818182,14.0380862470862,-0.0186480186480164
403.2,0.06,14.038,5418.479,-0.06,5408.63686946387,14.0367226107226,-0.0086247086247142
403.3,0.057,14.027,5397.962,-0.11,5407.30231701632,14.0363613053613,-0.0007226107226188
403.4,0.055,14.03,5384.102,0.03,5404.96682284382,14.0365780885781,0.0056643356643352
403.5,0.053,14.042,5405.648,0.12,5403.79411888112,14.0374941724942,0.0153846153846225
403.6,0.051,14.044,5419.595,0.02,5404.06428904429,14.039655011655,0.0293006993007089
403.7,0.05,14.044,5399.983,0.0,5408.32182284382,14.0433543123543,0.0333100233100244
403.8,0.048,14.044,5413.217,0.0,5413.80065967366,14.046317016317,0.0080536130536139
403.9,0.047,14.044,5423.272,0.0,5417.14443822844,14.044965034965,-0.0267132867132973
404.0,0.047,14.044,5415.895,0.0,5415.88611888112,14.0409743589744,-0.040699300699298
404.1,0.046,14.042,5415.157,-0.02,5415.73527505828,14.0368251748252,-0.0395104895104859
404.2,0.045,14.032,5417.578,-0.1,5421.21420745921,14.0330722610723,-0.0371794871794794
404.3,0.043,14.022,5418.388,-0.1,5420.63643356643,14.0293892773893,-0.040745920745915
404.4,0.042,14.022,5417.516,0.0,5417.06231701632,14.0249230769231,-0.0485314685314836
404.5,0.042,14.022,5424.761,0.0,5417.49624708625,14.019682983683,-0.0542890442890319
404.6,0.043,14.022,5432.065,0.0,5418.49633566434,14.0140652680653,-0.047319347319335
404.7,0.065,14.014,5403.008,-0.08,5420.94173426573,14.0102191142191,-0.0285547785547829
404.8,0.078,14.004,5409.908,-0.1,5425.49730536131,14.0083543123543,-0.0139860139860301
404.9,0.076,14.0,5441.188,-0.04,5430.28708391608,14.0074219114219,-0.0004662004662137
405.0,0.072,14.002,5441.201,0.02,5438.08399067599,14.0082610722611,0.0172494172494236
405.1,0.069,14.014,5448.567,0.12,5445.62413053613,14.0108717948718,0.0349650349650441
405.2,0.066,14.022,5453.146,0.08,5453.21623543124,14.0152540792541,0.0471328671328601
405.3,0.064,14.022,5453.103,0.0,5455.35521445221,14.0202983682984,0.0444172494172549
405.4,0.062,14.022,5465.108,0.0,5447.29731468532,14.0241375291375,0.0196037296037421
405.5,0.06,14.022,5446.418,0.0,5441.34254778555,14.0242191142191,-0.0162937062936982
405.6,0.058,14.022,5449.226,0.0,5430.57905827506,14.0208787878788,-0.0383916083916102
405.7,0.056,14.022,5457.067,0.0,5445.64471794872,14.0165407925408,-0.0499999999999929
405.8,0.054,14.015,5454.791,-0.07,5493.37842657343,14.0108787878788,-0.056899766899775
405.9,0.052,14.002,5537.682,-0.13,5577.8712983683,14.0051608391608,-0.0363053613053775
406.0,0.051,14.0,5637.313,-0.02,5705.02017482518,14.0036177156177,0.0116899766899765
406.1,0.049,14.0,5885.798,0.0,5861.28892773893,14.0074988344988,0.0407808857808979
406.2,0.048,14.0,6043.919,0.0,6025.2483030303,14.0117738927739,0.0365151515151506
406.3,0.046,14.016,6200.95,0.16,6175.3487039627,14.0148018648019,0.0164452214452302
406.4,0.045,14.035,6336.726,0.19,6290.24375524476,14.0150629370629,-0.0181818181818116
406.5,0.057,14.029,6394.605,-0.06,6363.23815850816,14.0111655011655,-0.0568881118881097
406.6,0.076,13.997,6384.773,-0.32,6389.32225174825,14.0036853146853,-0.0892191142191352
406.7,0.074,13.983,6380.419,-0.14,6397.03785780886,13.9933216783217,-0.108170163170171
406.8,0.071,13.978,6384.56,-0.05,6380.53414452214,13.9820512820513,-0.0838228438228364
406.9,0.069,13.978,6378.174,0.0,6317.42490442891,13.9765571095571,0.002937062937063
407.0,0.066,13.979,6397.128,0.01,6257.42308857809,13.9826386946387,0.101934731934715
407.1,0.063,13.989,6434.957,0.1,6237.46848951049,13.9969440559441,0.157505827505835
407.2,0.06,14.011,6497.373,0.22,6545.89112354313,14.0141398601399,0.179638694638699
407.3,0.058,14.04,6706.197,0.29,7209.17031468531,14.0328717948718,0.178263403263409
407.4,0.056,14.063,7555.679,0.23,8125.82924708625,14.0497925407925,0.176153846153843
407.5,0.055,14.071,8920.435,0.08,9232.11138228438,14.0681025641026,0.1901981351981
407.6,0.053,14.087,11222.868,0.16,10406.2413333333,14.0878321678322,0.208671328671353
407.7,0.051,14.1,12183.058,0.13,11636.3272307692,14.1098368298368,0.218648018648032
407.8,0.05,14.117,12682.851,0.17,12800.474967366,14.1315617715618,0.23786713286714
407.9,0.048,14.164,13419.628,0.47,13725.2013892774,14.1574102564103,0.282331002331027
408.0,0.047,14.198,14067.333,0.34,14373.2151724942,14.188027972028,0.313170163170087
408.1,0.046,14.225,15074.164,0.27,14768.8757016317,14.2200442890443,0.313799533799548
408.2,0.045,14.239,15427.302,0.14,15133.4079324009,14.2507878787879,0.287867132867169
408.3,0.043,14.281,15394.599,0.42,15383.4846620047,14.2776177156177,0.254230769230773
408.4,0.042,14.311,15373.267,0.3,15470.5393706294,14.301634032634,0.255827505827512
408.5,0.052,14.333,15294.691,0.22,15474.0803776224,14.3287832167832,0.297470862470796
408.6,0.059,14.351,15256.378,0.18,15413.890972028,14.3611282051282,0.338892773892791
408.7,0.057,14.383,15218.566,0.32,15365.792013986,14.3965617715618,0.355967365967385
408.8,0.055,14.43,15130.766,0.47,15109.3012890443,14.4323216783217,0.366363636363654
408.9,0.052,14.474,14971.946,0.44,14667.3044242424,14.4698344988345,0.37621212121214
409.0,0.05,14.517,14349.766,0.43,13951.4360745921,14.5075641025641,0.352948717948651
409.1,0.049,14.542,13183.388,0.25,13037.593044289,14.5404242424242,0.284988344988369
409.2,0.047,14.569,11474.392,0.27,11937.689034965,14.5645617715618,0.208951048951066
409.3,0.046,14.583,10667.603,0.14,10685.6894079254,14.5822144522145,0.160955710955717
409.4,0.045,14.598,9241.834,0.15,9413.91827272727,14.5967529137529,0.133752913752899
409.5,0.044,14.6,8378.709,0.02,8181.86092540793,14.608965034965,0.114324009323986
409.6,0.042,14.611,7058.126,0.11,7034.83732634033,14.6196177156177,0.0881585081585318
409.7,0.041,14.631,5847.678,0.2,5928.91741724942,14.6265967365967,0.0598251748251711
409.8,0.04,14.64,4939.441,0.09,4786.0750955711,14.6315827505828,0.0368648018647842
409.9,0.039,14.638,3737.943,-0.02,3801.2543006993,14.6339696969697,0.0076923076923223
410.0,0.038,14.63,2842.968,-0.08,2892.60774592075,14.6331212121212,-0.0325641025640803
410.1,0.037,14.622,1995.855,-0.08,2149.6176013986,14.6274568764569,-0.0741958041958177
410.2,0.039,14.618,1483.519,-0.04,1537.45382051282,14.6182820512821,-0.101923076923095
410.3,0.046,14.61,1214.638,-0.08,1052.53127505828,14.6070722610723,-0.117564102564118
410.4,0.054,14.594,731.429,-0.16,735.656645687646,14.5947692307692,-0.135046620046627
410.5,0.053,14.582,448.141,-0.12,514.29427039627,14.5800629370629,-0.160221445221395
410.6,0.052,14.565,352.396,-0.17,375.536962703963,14.5627249417249,-0.182342657342655
410.7,0.05,14.542,279.948,-0.23,279.727512820513,14.5435944055944,-0.191969696969718
410.8,0.048,14.525,283.205,-0.17,232.541214452214,14.524331002331,-0.189965034965056
410.9,0.046,14.503,265.472,-0.22,247.623741258741,14.5056013986014,-0.181235431235437
411.0,0.044,14.487,254.472,-0.16,266.776160839161,14.4880839160839,-0.161689976689939
411.1,0.044,14.473,287.308,-0.14,278.692184149184,14.4732634032634,-0.13177156177158
411.2,0.046,14.459,306.459,-0.14,290.798920745921,14.4617296037296,-0.117459207459214
411.3,0.047,14.447,308.556,-0.12,297.705125874126,14.4497715617716,-0.121363636363634
411.4,0.046,14.44,310.289,-0.07,308.06896969697,14.4374568764569,-0.132738927738928
411.5,0.045,14.429,306.851,-0.11,320.977885780886,14.4232237762238,-0.1470629370629
411.6,0.043,14.415,317.952,-0.14,329.252358974359,14.4080442890443,-0.148787878787892
